id,acct_id,acct_name,acct_number,acct_type,balance,acct_status,open_date,closed_date,margin_enabled,risk_tolerance,created_date
912,00913A000000U5DtWAOV,acct_198,1196942931,joint,893886,open,2020-05-24T00:00:00Z,2221-12-31T00:00:00Z,no,low,2022-08-05T00:00:00Z
913,00914A000000U5DtWAOV,acct_11,1010468773,individual,520938,open,2020-01-09T00:00:00Z,2087-07-20T00:00:00Z,yes,low,2022-01-12T00:00:00Z
914,00915A000000U5DtWAOV,acct_785,1785051381,trust,2070103,open,2021-07-27T00:00:00Z,2646-01-09T00:00:00Z,pending,high,2024-05-10T00:00:00Z
915,00916A000000U5DtWAOV,acct_5,1003747999,individual,507496,open,2020-01-04T00:00:00Z,2082-09-14T00:00:00Z,yes,low,2022-01-05T00:00:00Z
916,00917A000000U5DtWAOV,acct_774,1773590557,trust,2047181,open,2021-07-19T00:00:00Z,2637-10-05T00:00:00Z,pending,high,2024-04-27T00:00:00Z
917,00918A000000U5DtWAOV,acct_881,1880840372,custodial,2261681,open,2021-10-05T00:00:00Z,2715-02-02T00:00:00Z,restricted,high,2024-08-23T00:00:00Z
918,00919A000000U5DtWAOV,acct_232,1230752747,joint,961505,open,2020-06-17T00:00:00Z,2246-05-17T00:00:00Z,no,low,2022-09-11T00:00:00Z
919,00920A000000U5DtWAOV,acct_402,1401122462,joint,1302245,open,2020-10-20T00:00:00Z,2369-03-18T00:00:00Z,no,medium,2023-03-16T00:00:00Z
920,00921A000000U5DtWAOV,acct_728,1727333106,trust,1954666,open,2021-06-15T00:00:00Z,2604-05-29T00:00:00Z,pending,medium,2024-03-07T00:00:00Z
921,00922A000000U5DtWAOV,acct_589,1588162029,trust,1676324,open,2021-03-05T00:00:00Z,2504-01-25T00:00:00Z,pending,medium,2023-10-07T00:00:00Z
922,00923A000000U5DtWAOV,acct_99,1097969207,individual,695938,open,2020-03-13T00:00:00Z,2150-08-21T00:00:00Z,yes,low,2022-04-18T00:00:00Z
923,00924A000000U5DtWAOV,acct_835,1834623420,custodial,2169247,open,2021-09-01T00:00:00Z,2681-10-06T00:00:00Z,restricted,high,2024-07-03T00:00:00Z
924,00925A000000U5DtWAOV,acct_444,1443281518,joint,1386563,open,2020-11-20T00:00:00Z,2399-08-10T00:00:00Z,no,medium,2023-05-01T00:00:00Z
925,00926A000000U5DtWAOV,acct_583,1582607173,trust,1665214,open,2021-03-01T00:00:00Z,2500-01-22T00:00:00Z,pending,medium,2023-10-01T00:00:00Z
926,00927A000000U5DtWAOV,acct_710,1709890422,trust,1919781,open,2021-06-02T00:00:00Z,2591-10-31T00:00:00Z,pending,medium,2024-02-17T00:00:00Z
927,00928A000000U5DtWAOV,acct_180,1179637098,joint,859274,open,2020-05-11T00:00:00Z,2209-07-09T00:00:00Z,no,low,2022-07-17T00:00:00Z
928,00929A000000U5DtWAOV,acct_152,1151097263,individual,802195,open,2020-04-20T00:00:00Z,2188-12-10T00:00:00Z,yes,low,2022-06-15T00:00:00Z
929,00930A000000U5DtWAOV,acct_681,1680618771,trust,1861238,open,2021-05-12T00:00:00Z,2570-09-22T00:00:00Z,pending,medium,2024-01-16T00:00:00Z
930,00931A000000U5DtWAOV,acct_509,1508184470,trust,1516369,open,2021-01-06T00:00:00Z,2446-05-27T00:00:00Z,pending,medium,2023-07-11T00:00:00Z
931,00932A000000U5DtWAOV,acct_898,1898396809,custodial,2296794,open,2021-10-18T00:00:00Z,2727-09-30T00:00:00Z,restricted,high,2024-09-11T00:00:00Z
932,00933A000000U5DtWAOV,acct_217,1216571026,joint,933142,open,2020-06-07T00:00:00Z,2236-02-25T00:00:00Z,no,low,2022-08-26T00:00:00Z
933,00934A000000U5DtWAOV,acct_961,1960591179,custodial,2421182,open,2021-12-02T00:00:00Z,2772-08-02T00:00:00Z,restricted,high,2024-11-18T00:00:00Z
934,00935A000000U5DtWAOV,acct_712,1711929098,trust,1923858,open,2021-06-04T00:00:00Z,2593-04-20T00:00:00Z,pending,medium,2024-02-20T00:00:00Z
935,00936A000000U5DtWAOV,acct_745,1745114597,trust,1990229,open,2021-06-28T00:00:00Z,2617-03-25T00:00:00Z,pending,medium,2024-03-27T00:00:00Z
936,00937A000000U5DtWAOV,acct_136,1134820348,individual,769641,open,2020-04-08T00:00:00Z,2177-03-16T00:00:00Z,yes,low,2022-05-29T00:00:00Z
937,00938A000000U5DtWAOV,acct_549,1548432389,trust,1596865,open,2021-02-04T00:00:00Z,2475-06-03T00:00:00Z,pending,medium,2023-08-25T00:00:00Z
938,00939A000000U5DtWAOV,acct_625,1624752364,trust,1749505,open,2021-04-01T00:00:00Z,2530-06-13T00:00:00Z,pending,medium,2023-11-16T00:00:00Z
939,00940A000000U5DtWAOV,acct_149,1148525657,individual,797051,open,2020-04-18T00:00:00Z,2187-02-02T00:00:00Z,yes,low,2022-06-13T00:00:00Z
940,00941A000000U5DtWAOV,acct_482,1481699804,joint,1463400,open,2020-12-18T00:00:00Z,2427-04-22T00:00:00Z,no,medium,2023-06-12T00:00:00Z
941,00942A000000U5DtWAOV,acct_491,1490150329,joint,1480301,open,2020-12-24T00:00:00Z,2433-05-26T00:00:00Z,no,medium,2023-06-22T00:00:00Z
942,00943A000000U5DtWAOV,acct_973,1972493659,custodial,2444987,open,2021-12-11T00:00:00Z,2781-03-03T00:00:00Z,restricted,high,2024-12-01T00:00:00Z
943,00944A000000U5DtWAOV,acct_320,1319067677,joint,1138135,open,2020-08-21T00:00:00Z,2310-01-19T00:00:00Z,no,medium,2022-12-16T00:00:00Z
944,00945A000000U5DtWAOV,acct_568,1567196513,trust,1634393,open,2021-02-18T00:00:00Z,2488-12-12T00:00:00Z,pending,medium,2023-09-14T00:00:00Z
945,00946A000000U5DtWAOV,acct_325,1324777400,joint,1149555,open,2020-08-25T00:00:00Z,2314-03-03T00:00:00Z,no,medium,2022-12-23T00:00:00Z
946,00947A000000U5DtWAOV,acct_456,1455083263,joint,1410167,open,2020-11-28T00:00:00Z,2408-02-12T00:00:00Z,no,medium,2023-05-14T00:00:00Z
947,00948A000000U5DtWAOV,acct_942,1941870306,custodial,2383741,open,2021-11-19T00:00:00Z,2759-02-02T00:00:00Z,restricted,high,2024-10-28T00:00:00Z
948,00949A000000U5DtWAOV,acct_877,1877154798,custodial,2254310,open,2021-10-02T00:00:00Z,2712-06-06T00:00:00Z,restricted,high,2024-08-18T00:00:00Z
949,00950A000000U5DtWAOV,acct_316,1315754967,joint,1131510,open,2020-08-19T00:00:00Z,2307-08-31T00:00:00Z,no,medium,2022-12-13T00:00:00Z
950,00951A000000U5DtWAOV,acct_455,1454842871,joint,1409686,open,2020-11-28T00:00:00Z,2407-12-11T00:00:00Z,no,medium,2023-05-14T00:00:00Z
951,00952A000000U5DtWAOV,acct_970,1970039899,custodial,2440080,open,2021-12-09T00:00:00Z,2779-05-26T00:00:00Z,restricted,high,2024-11-28T00:00:00Z
952,00953A000000U5DtWAOV,acct_521,1520268675,trust,1540537,open,2021-01-15T00:00:00Z,2455-02-11T00:00:00Z,pending,medium,2023-07-25T00:00:00Z
953,00954A000000U5DtWAOV,acct_765,1765169366,trust,2030339,open,2021-07-13T00:00:00Z,2631-09-09T00:00:00Z,pending,high,2024-04-18T00:00:00Z
954,00955A000000U5DtWAOV,acct_5,1003820585,individual,507641,open,2020-01-04T00:00:00Z,2082-10-03T00:00:00Z,yes,low,2022-01-05T00:00:00Z
955,00956A000000U5DtWAOV,acct_25,1024249145,individual,548498,open,2020-01-19T00:00:00Z,2097-06-26T00:00:00Z,yes,low,2022-01-28T00:00:00Z
956,00957A000000U5DtWAOV,acct_435,1434146955,joint,1368294,open,2020-11-13T00:00:00Z,2393-01-08T00:00:00Z,no,medium,2023-04-21T00:00:00Z
957,00958A000000U5DtWAOV,acct_28,1027120111,individual,554240,open,2020-01-21T00:00:00Z,2099-07-22T00:00:00Z,yes,low,2022-01-31T00:00:00Z
958,00959A000000U5DtWAOV,acct_861,1860800553,custodial,2221601,open,2021-09-20T00:00:00Z,2700-08-21T00:00:00Z,restricted,high,2024-08-01T00:00:00Z
959,00960A000000U5DtWAOV,acct_335,1334664305,joint,1169329,open,2020-09-01T00:00:00Z,2321-04-18T00:00:00Z,no,medium,2023-01-02T00:00:00Z
960,00961A000000U5DtWAOV,acct_31,1030325562,individual,560651,open,2020-01-23T00:00:00Z,2101-11-13T00:00:00Z,yes,low,2022-02-03T00:00:00Z
961,00962A000000U5DtWAOV,acct_281,1280432318,joint,1060865,open,2020-07-24T00:00:00Z,2282-03-12T00:00:00Z,no,medium,2022-11-04T00:00:00Z
962,00963A000000U5DtWAOV,acct_80,1078669534,individual,657339,open,2020-02-27T00:00:00Z,2136-09-21T00:00:00Z,yes,low,2022-03-28T00:00:00Z
963,00964A000000U5DtWAOV,acct_77,1075818979,individual,651638,open,2020-02-25T00:00:00Z,2134-09-01T00:00:00Z,yes,low,2022-03-25T00:00:00Z
964,00965A000000U5DtWAOV,acct_881,1880971670,custodial,2261943,open,2021-10-05T00:00:00Z,2715-03-08T00:00:00Z,restricted,high,2024-08-23T00:00:00Z
965,00966A000000U5DtWAOV,acct_50,1048812944,individual,597626,open,2020-02-06T00:00:00Z,2115-03-13T00:00:00Z,yes,low,2022-02-23T00:00:00Z
966,00967A000000U5DtWAOV,acct_278,1277575558,joint,1055151,open,2020-07-22T00:00:00Z,2280-02-18T00:00:00Z,no,medium,2022-11-01T00:00:00Z
967,00968A000000U5DtWAOV,acct_238,1236815237,joint,973630,open,2020-06-22T00:00:00Z,2250-09-30T00:00:00Z,no,low,2022-09-17T00:00:00Z
968,00969A000000U5DtWAOV,acct_443,1442718579,joint,1385437,open,2020-11-19T00:00:00Z,2399-03-15T00:00:00Z,no,medium,2023-05-01T00:00:00Z
969,00970A000000U5DtWAOV,acct_202,1200797219,joint,901594,open,2020-05-27T00:00:00Z,2224-10-11T00:00:00Z,no,low,2022-08-09T00:00:00Z
970,00971A000000U5DtWAOV,acct_742,1741982130,trust,1983964,open,2021-06-26T00:00:00Z,2614-12-21T00:00:00Z,pending,medium,2024-03-23T00:00:00Z
971,00972A000000U5DtWAOV,acct_35,1034337651,individual,568675,open,2020-01-26T00:00:00Z,2104-10-04T00:00:00Z,yes,low,2022-02-08T00:00:00Z
972,00973A000000U5DtWAOV,acct_743,1742408934,trust,1984818,open,2021-06-26T00:00:00Z,2615-04-12T00:00:00Z,pending,medium,2024-03-24T00:00:00Z
973,00974A000000U5DtWAOV,acct_192,1191576832,joint,883154,open,2020-05-20T00:00:00Z,2218-02-17T00:00:00Z,no,low,2022-07-30T00:00:00Z
974,00975A000000U5DtWAOV,acct_689,1688757008,trust,1877514,open,2021-05-18T00:00:00Z,2576-08-05T00:00:00Z,pending,medium,2024-01-25T00:00:00Z
975,00976A000000U5DtWAOV,acct_824,1823662241,trust,2147324,open,2021-08-24T00:00:00Z,2673-11-10T00:00:00Z,pending,high,2024-06-21T00:00:00Z
976,00977A000000U5DtWAOV,acct_447,1446684792,joint,1393370,open,2020-11-22T00:00:00Z,2402-01-23T00:00:00Z,no,medium,2023-05-05T00:00:00Z
977,00978A000000U5DtWAOV,acct_796,1795660652,trust,2091321,open,2021-08-04T00:00:00Z,2653-09-02T00:00:00Z,pending,high,2024-05-21T00:00:00Z
978,00979A000000U5DtWAOV,acct_685,1684842850,trust,1869686,open,2021-05-15T00:00:00Z,2573-10-09T00:00:00Z,pending,medium,2024-01-21T00:00:00Z
979,00980A000000U5DtWAOV,acct_893,1892597564,custodial,2285195,open,2021-10-14T00:00:00Z,2723-07-26T00:00:00Z,restricted,high,2024-09-04T00:00:00Z
980,00981A000000U5DtWAOV,acct_849,1848748218,custodial,2197496,open,2021-09-12T00:00:00Z,2691-12-13T00:00:00Z,restricted,high,2024-07-18T00:00:00Z
981,00982A000000U5DtWAOV,acct_657,1656416214,trust,1812832,open,2021-04-24T00:00:00Z,2553-04-11T00:00:00Z,pending,medium,2023-12-21T00:00:00Z
982,00983A000000U5DtWAOV,acct_111,1110515913,individual,721032,open,2020-03-22T00:00:00Z,2159-09-07T00:00:00Z,yes,low,2022-05-02T00:00:00Z
983,00984A000000U5DtWAOV,acct_484,1483428803,joint,1466858,open,2020-12-19T00:00:00Z,2428-07-21T00:00:00Z,no,medium,2023-06-14T00:00:00Z
984,00985A000000U5DtWAOV,acct_956,1956391821,custodial,2412784,open,2021-11-29T00:00:00Z,2769-07-23T00:00:00Z,restricted,high,2024-11-13T00:00:00Z
985,00986A000000U5DtWAOV,acct_230,1228840905,joint,957682,open,2020-06-16T00:00:00Z,2244-12-30T00:00:00Z,no,low,2022-09-09T00:00:00Z
986,00987A000000U5DtWAOV,acct_730,1729292123,trust,1958584,open,2021-06-16T00:00:00Z,2605-10-27T00:00:00Z,pending,medium,2024-03-10T00:00:00Z
987,00988A000000U5DtWAOV,acct_558,1557444553,trust,1614889,open,2021-02-11T00:00:00Z,2481-12-01T00:00:00Z,pending,medium,2023-09-03T00:00:00Z
988,00989A000000U5DtWAOV,acct_29,1028098204,individual,556196,open,2020-01-22T00:00:00Z,2100-04-05T00:00:00Z,yes,low,2022-02-01T00:00:00Z
989,00990A000000U5DtWAOV,acct_187,1186158549,joint,872317,open,2020-05-16T00:00:00Z,2214-03-23T00:00:00Z,no,low,2022-07-24T00:00:00Z
990,00991A000000U5DtWAOV,acct_211,1209919443,joint,919839,open,2020-06-02T00:00:00Z,2231-05-10T00:00:00Z,no,low,2022-08-19T00:00:00Z
991,00992A000000U5DtWAOV,acct_400,1399578072,joint,1299156,open,2020-10-19T00:00:00Z,2368-02-05T00:00:00Z,no,medium,2023-03-15T00:00:00Z
992,00993A000000U5DtWAOV,acct_201,1199789025,joint,899578,open,2020-05-26T00:00:00Z,2224-01-19T00:00:00Z,no,low,2022-08-08T00:00:00Z
993,00994A000000U5DtWAOV,acct_305,1304214209,joint,1108428,open,2020-08-10T00:00:00Z,2299-05-04T00:00:00Z,no,medium,2022-11-30T00:00:00Z
994,00995A000000U5DtWAOV,acct_40,1039189107,individual,578378,open,2020-01-30T00:00:00Z,2108-04-04T00:00:00Z,yes,low,2022-02-13T00:00:00Z
995,00996A000000U5DtWAOV,acct_593,1592968189,trust,1685936,open,2021-03-09T00:00:00Z,2507-07-14T00:00:00Z,pending,medium,2023-10-12T00:00:00Z
996,00997A000000U5DtWAOV,acct_225,1224391443,joint,948783,open,2020-06-13T00:00:00Z,2241-10-15T00:00:00Z,no,low,2022-09-04T00:00:00Z
997,00998A000000U5DtWAOV,acct_47,1045596663,individual,591193,open,2020-02-03T00:00:00Z,2112-11-16T00:00:00Z,yes,low,2022-02-20T00:00:00Z
998,00999A000000U5DtWAOV,acct_552,1551923422,trust,1603847,open,2021-02-07T00:00:00Z,2477-12-08T00:00:00Z,pending,medium,2023-08-28T00:00:00Z
999,001000A000000U5DtWAOV,acct_804,1803469967,trust,2106940,open,2021-08-10T00:00:00Z,2659-04-21T00:00:00Z,pending,high,2024-05-30T00:00:00Z
500,00501A000000U5DtWAOV,acct_187,1186317079,joint,872634,open,2020-05-16T00:00:00Z,2214-05-04T00:00:00Z,no,low,2022-07-24T00:00:00Z
501,00502A000000U5DtWAOV,acct_36,1034957160,individual,569914,open,2020-01-27T00:00:00Z,2105-03-17T00:00:00Z,yes,low,2022-02-08T00:00:00Z
502,00503A000000U5DtWAOV,acct_615,1614691270,trust,1729383,open,2021-03-25T00:00:00Z,2523-03-12T00:00:00Z,pending,medium,2023-11-05T00:00:00Z
503,00504A000000U5DtWAOV,acct_639,1638297207,trust,1776594,open,2021-04-11T00:00:00Z,2540-03-19T00:00:00Z,pending,medium,2023-12-01T00:00:00Z
504,00505A000000U5DtWAOV,acct_642,1641313416,trust,1782627,open,2021-04-13T00:00:00Z,2542-05-22T00:00:00Z,pending,medium,2023-12-04T00:00:00Z
505,00506A000000U5DtWAOV,acct_83,1082319863,individual,664640,open,2020-03-01T00:00:00Z,2139-05-10T00:00:00Z,yes,low,2022-04-01T00:00:00Z
506,00507A000000U5DtWAOV,acct_999,1998876795,custodial,2497754,open,2021-12-30T00:00:00Z,2800-03-10T00:00:00Z,restricted,high,2024-12-30T00:00:00Z
507,00508A000000U5DtWAOV,acct_321,1320312939,joint,1140626,open,2020-08-22T00:00:00Z,2310-12-13T00:00:00Z,no,medium,2022-12-18T00:00:00Z
508,00509A000000U5DtWAOV,acct_209,1207788147,joint,915576,open,2020-06-01T00:00:00Z,2229-10-26T00:00:00Z,no,low,2022-08-17T00:00:00Z
509,00510A000000U5DtWAOV,acct_975,1975310173,custodial,2450620,open,2021-12-13T00:00:00Z,2783-03-14T00:00:00Z,restricted,high,2024-12-04T00:00:00Z
510,00511A000000U5DtWAOV,acct_547,1546963520,trust,1593927,open,2021-02-03T00:00:00Z,2474-05-12T00:00:00Z,pending,medium,2023-08-23T00:00:00Z
511,00512A000000U5DtWAOV,acct_650,1649393758,trust,1798788,open,2021-04-19T00:00:00Z,2548-03-19T00:00:00Z,pending,medium,2023-12-13T00:00:00Z
512,00513A000000U5DtWAOV,acct_446,1445425184,joint,1390850,open,2020-11-21T00:00:00Z,2401-02-25T00:00:00Z,no,medium,2023-05-04T00:00:00Z
513,00514A000000U5DtWAOV,acct_718,1718078413,trust,1936157,open,2021-06-08T00:00:00Z,2597-09-25T00:00:00Z,pending,medium,2024-02-26T00:00:00Z
514,00515A000000U5DtWAOV,acct_278,1277393360,joint,1054787,open,2020-07-21T00:00:00Z,2280-01-01T00:00:00Z,no,medium,2022-11-01T00:00:00Z
515,00516A000000U5DtWAOV,acct_418,1417687315,joint,1335375,open,2020-11-01T00:00:00Z,2381-02-25T00:00:00Z,no,medium,2023-04-03T00:00:00Z
516,00517A000000U5DtWAOV,acct_211,1210291427,joint,920583,open,2020-06-03T00:00:00Z,2231-08-16T00:00:00Z,no,low,2022-08-19T00:00:00Z
517,00518A000000U5DtWAOV,acct_171,1169948841,joint,839898,open,2020-05-04T00:00:00Z,2202-07-15T00:00:00Z,no,low,2022-07-06T00:00:00Z
518,00519A000000U5DtWAOV,acct_38,1037008954,individual,574018,open,2020-01-28T00:00:00Z,2106-09-08T00:00:00Z,yes,low,2022-02-11T00:00:00Z
519,00520A000000U5DtWAOV,acct_506,1505608750,trust,1511217,open,2021-01-04T00:00:00Z,2444-07-18T00:00:00Z,pending,medium,2023-07-09T00:00:00Z
520,00521A000000U5DtWAOV,acct_123,1122448140,individual,744896,open,2020-03-30T00:00:00Z,2168-04-14T00:00:00Z,yes,low,2022-05-15T00:00:00Z
521,00522A000000U5DtWAOV,acct_883,1882865227,custodial,2265730,open,2021-10-06T00:00:00Z,2716-07-19T00:00:00Z,restricted,high,2024-08-25T00:00:00Z
522,00523A000000U5DtWAOV,acct_928,1927551461,custodial,2355103,open,2021-11-08T00:00:00Z,2748-10-06T00:00:00Z,restricted,high,2024-10-13T00:00:00Z
523,00524A000000U5DtWAOV,acct_274,1273326091,joint,1046652,open,2020-07-19T00:00:00Z,2277-01-25T00:00:00Z,no,medium,2022-10-27T00:00:00Z
524,00525A000000U5DtWAOV,acct_395,1394180151,joint,1288360,open,2020-10-15T00:00:00Z,2364-03-16T00:00:00Z,no,medium,2023-03-09T00:00:00Z
525,00526A000000U5DtWAOV,acct_580,1579414373,trust,1658829,open,2021-02-27T00:00:00Z,2497-10-03T00:00:00Z,pending,medium,2023-09-27T00:00:00Z
526,00527A000000U5DtWAOV,acct_700,1700060233,trust,1900120,open,2021-05-26T00:00:00Z,2584-09-28T00:00:00Z,pending,medium,2024-02-07T00:00:00Z
527,00528A000000U5DtWAOV,acct_226,1225252891,joint,950506,open,2020-06-13T00:00:00Z,2242-05-30T00:00:00Z,no,low,2022-09-05T00:00:00Z
528,00529A000000U5DtWAOV,acct_141,1140543174,individual,781086,open,2020-04-13T00:00:00Z,2181-05-01T00:00:00Z,yes,low,2022-06-04T00:00:00Z
529,00530A000000U5DtWAOV,acct_10,1009046666,individual,518093,open,2020-01-08T00:00:00Z,2086-07-10T00:00:00Z,yes,low,2022-01-11T00:00:00Z
530,00531A000000U5DtWAOV,acct_74,1073059771,individual,646120,open,2020-02-23T00:00:00Z,2132-09-04T00:00:00Z,yes,low,2022-03-22T00:00:00Z
531,00532A000000U5DtWAOV,acct_69,1067897463,individual,635795,open,2020-02-20T00:00:00Z,2128-12-15T00:00:00Z,yes,low,2022-03-16T00:00:00Z
532,00533A000000U5DtWAOV,acct_649,1649142196,trust,1798284,open,2021-04-19T00:00:00Z,2548-01-12T00:00:00Z,pending,medium,2023-12-13T00:00:00Z
533,00534A000000U5DtWAOV,acct_482,1481415385,joint,1462831,open,2020-12-17T00:00:00Z,2427-02-06T00:00:00Z,no,medium,2023-06-12T00:00:00Z
534,00535A000000U5DtWAOV,acct_989,1988708595,custodial,2477417,open,2021-12-23T00:00:00Z,2792-11-10T00:00:00Z,restricted,high,2024-12-19T00:00:00Z
535,00536A000000U5DtWAOV,acct_543,1542960824,trust,1585922,open,2021-01-31T00:00:00Z,2471-06-23T00:00:00Z,pending,medium,2023-08-19T00:00:00Z
536,00537A000000U5DtWAOV,acct_521,1520021779,trust,1540044,open,2021-01-15T00:00:00Z,2454-12-08T00:00:00Z,pending,medium,2023-07-24T00:00:00Z
537,00538A000000U5DtWAOV,acct_117,1115786231,individual,731572,open,2020-03-26T00:00:00Z,2163-06-26T00:00:00Z,yes,low,2022-05-08T00:00:00Z
538,00539A000000U5DtWAOV,acct_255,1254441057,joint,1008882,open,2020-07-05T00:00:00Z,2263-06-15T00:00:00Z,no,medium,2022-10-07T00:00:00Z
539,00540A000000U5DtWAOV,acct_581,1580910389,trust,1661821,open,2021-02-28T00:00:00Z,2498-11-01T00:00:00Z,pending,medium,2023-09-29T00:00:00Z
540,00541A000000U5DtWAOV,acct_312,1311004110,joint,1122008,open,2020-08-15T00:00:00Z,2304-03-28T00:00:00Z,no,medium,2022-12-08T00:00:00Z
541,00542A000000U5DtWAOV,acct_846,1845408119,custodial,2190816,open,2021-09-09T00:00:00Z,2689-07-16T00:00:00Z,restricted,high,2024-07-15T00:00:00Z
542,00543A000000U5DtWAOV,acct_479,1478065353,joint,1456131,open,2020-12-15T00:00:00Z,2424-09-07T00:00:00Z,no,medium,2023-06-08T00:00:00Z
543,00544A000000U5DtWAOV,acct_258,1257736238,joint,1015472,open,2020-07-07T00:00:00Z,2265-10-30T00:00:00Z,no,medium,2022-10-10T00:00:00Z
544,00545A000000U5DtWAOV,acct_641,1641091696,trust,1782183,open,2021-04-13T00:00:00Z,2542-03-24T00:00:00Z,pending,medium,2023-12-04T00:00:00Z
545,00546A000000U5DtWAOV,acct_927,1926506092,custodial,2353012,open,2021-11-07T00:00:00Z,2748-01-05T00:00:00Z,restricted,high,2024-10-12T00:00:00Z
546,00547A000000U5DtWAOV,acct_410,1409502504,joint,1319005,open,2020-10-26T00:00:00Z,2375-04-03T00:00:00Z,no,medium,2023-03-25T00:00:00Z
547,00548A000000U5DtWAOV,acct_717,1716309765,trust,1932620,open,2021-06-07T00:00:00Z,2596-06-16T00:00:00Z,pending,medium,2024-02-24T00:00:00Z
548,00549A000000U5DtWAOV,acct_125,1124399627,individual,748799,open,2020-04-01T00:00:00Z,2169-09-10T00:00:00Z,yes,low,2022-05-17T00:00:00Z
549,00550A000000U5DtWAOV,acct_607,1606414103,trust,1712828,open,2021-03-19T00:00:00Z,2517-03-23T00:00:00Z,pending,medium,2023-10-27T00:00:00Z
550,00551A000000U5DtWAOV,acct_786,1785767156,trust,2071534,open,2021-07-28T00:00:00Z,2646-07-16T00:00:00Z,pending,high,2024-05-10T00:00:00Z
551,00552A000000U5DtWAOV,acct_413,1412471799,joint,1324944,open,2020-10-28T00:00:00Z,2377-05-24T00:00:00Z,no,medium,2023-03-29T00:00:00Z
552,00553A000000U5DtWAOV,acct_872,1871579583,custodial,2243159,open,2021-09-28T00:00:00Z,2708-05-30T00:00:00Z,restricted,high,2024-08-12T00:00:00Z
553,00554A000000U5DtWAOV,acct_815,1814968144,trust,2129936,open,2021-08-18T00:00:00Z,2667-08-05T00:00:00Z,pending,high,2024-06-11T00:00:00Z
554,00555A000000U5DtWAOV,acct_455,1454806995,joint,1409614,open,2020-11-28T00:00:00Z,2407-12-01T00:00:00Z,no,medium,2023-05-14T00:00:00Z
555,00556A000000U5DtWAOV,acct_829,1828557098,trust,2157114,open,2021-08-28T00:00:00Z,2677-05-22T00:00:00Z,pending,high,2024-06-26T00:00:00Z
556,00557A000000U5DtWAOV,acct_118,1116877524,individual,733755,open,2020-03-26T00:00:00Z,2164-04-08T00:00:00Z,yes,low,2022-05-09T00:00:00Z
557,00558A000000U5DtWAOV,acct_879,1878384892,custodial,2256770,open,2021-10-03T00:00:00Z,2713-04-26T00:00:00Z,restricted,high,2024-08-20T00:00:00Z
558,00559A000000U5DtWAOV,acct_8,1006876042,individual,513752,open,2020-01-06T00:00:00Z,2084-12-16T00:00:00Z,yes,low,2022-01-09T00:00:00Z
559,00560A000000U5DtWAOV,acct_117,1115948843,individual,731898,open,2020-03-26T00:00:00Z,2163-08-08T00:00:00Z,yes,low,2022-05-08T00:00:00Z
560,00561A000000U5DtWAOV,acct_392,1391538848,joint,1283078,open,2020-10-13T00:00:00Z,2362-04-20T00:00:00Z,no,medium,2023-03-06T00:00:00Z
561,00562A000000U5DtWAOV,acct_665,1665087925,trust,1830176,open,2021-05-01T00:00:00Z,2559-07-13T00:00:00Z,pending,medium,2023-12-30T00:00:00Z
562,00563A000000U5DtWAOV,acct_546,1545457605,trust,1590915,open,2021-02-02T00:00:00Z,2473-04-10T00:00:00Z,pending,medium,2023-08-21T00:00:00Z
563,00564A000000U5DtWAOV,acct_120,1118699272,individual,737399,open,2020-03-28T00:00:00Z,2165-08-01T00:00:00Z,yes,low,2022-05-11T00:00:00Z
564,00565A000000U5DtWAOV,acct_10,1009002874,individual,518006,open,2020-01-08T00:00:00Z,2086-06-29T00:00:00Z,yes,low,2022-01-11T00:00:00Z
565,00566A000000U5DtWAOV,acct_908,1907808358,custodial,2315617,open,2021-10-25T00:00:00Z,2734-07-13T00:00:00Z,restricted,high,2024-09-21T00:00:00Z
566,00567A000000U5DtWAOV,acct_434,1432944242,joint,1365888,open,2020-11-12T00:00:00Z,2392-02-26T00:00:00Z,no,medium,2023-04-20T00:00:00Z
567,00568A000000U5DtWAOV,acct_981,1980875455,custodial,2461751,open,2021-12-17T00:00:00Z,2787-03-19T00:00:00Z,restricted,high,2024-12-10T00:00:00Z
568,00569A000000U5DtWAOV,acct_457,1456556312,joint,1413113,open,2020-11-29T00:00:00Z,2409-03-06T00:00:00Z,no,medium,2023-05-16T00:00:00Z
569,00570A000000U5DtWAOV,acct_386,1385442387,joint,1270885,open,2020-10-08T00:00:00Z,2357-11-27T00:00:00Z,no,medium,2023-02-27T00:00:00Z
570,00571A000000U5DtWAOV,acct_772,1771943294,trust,2043887,open,2021-07-18T00:00:00Z,2636-07-28T00:00:00Z,pending,high,2024-04-25T00:00:00Z
571,00572A000000U5DtWAOV,acct_271,1270233744,joint,1040467,open,2020-07-16T00:00:00Z,2274-11-03T00:00:00Z,no,medium,2022-10-24T00:00:00Z
572,00573A000000U5DtWAOV,acct_772,1771549187,trust,2043098,open,2021-07-17T00:00:00Z,2636-04-15T00:00:00Z,pending,high,2024-04-25T00:00:00Z
573,00574A000000U5DtWAOV,acct_323,1322075988,joint,1144152,open,2020-08-23T00:00:00Z,2312-03-21T00:00:00Z,no,medium,2022-12-20T00:00:00Z
574,00575A000000U5DtWAOV,acct_243,1242240725,joint,984481,open,2020-06-26T00:00:00Z,2254-08-28T00:00:00Z,no,low,2022-09-23T00:00:00Z
